44;arms_factory;3608.00;10.78;1627.00;0.28;0
44;arms_factory;3608.00;10.82;1626.00;3.29;0
44;arms_factory;3608.00;10.82;1626.00;1.13;0
44;arms_factory;3609.00;10.80;1626.00;2.34;0
44;arms_factory;3607.00;10.95;1625.00;0.18;0
44;arms_factory;3608.00;10.88;1625.00;1.74;0
44;industrial_complex;3608.00;10.88;1625.00;4.40;0
44;industrial_complex;3603.00;10.90;1628.00;0.79;0
44;industrial_complex;3604.00;10.90;1628.00;4.91;0
44;industrial_complex;3603.00;10.90;1628.00;5.01;0
44;industrial_complex;3606.00;10.88;1627.00;2.85;0
44;industrial_complex;3605.00;10.90;1627.00;5.52;0
44;air_base;3604.00;10.90;1627.00;0.79;0
44;supply_node;3606.00;10.82;1629.00;5.53;0
44;supply_node;3604.00;10.90;1626.00;2.19;0
44;supply_node;3609.00;10.80;1626.00;3.66;0
44;supply_node;3602.00;10.80;1631.00;1.42;0
44;supply_node;3609.00;10.70;1633.00;4.36;0
44;bunker;3606.00;11.05;1625.00;6.03;0
44;bunker;3605.00;10.90;1628.00;2.41;0
44;bunker;3603.00;10.78;1632.00;3.96;0
44;bunker;3609.00;10.80;1626.00;1.81;0
44;bunker;3609.00;10.70;1631.00;3.02;0
44;anti_air_building;3606.00;10.75;1630.00;0.85;0
44;anti_air_building;3605.00;10.80;1630.00;3.87;0
44;anti_air_building;3607.00;10.75;1629.00;5.08;0
44;synthetic_refinery;3606.00;10.82;1629.00;2.92;0
44;fuel_silo;3605.00;10.88;1629.00;4.48;0
44;radar_station;3607.00;10.73;1630.00;2.37;0
44;rocket_site;3606.00;10.85;1628.00;3.52;0
44;nuclear_reactor;3607.00;10.78;1628.00;1.36;0
94;arms_factory;3627.00;10.53;1649.00;0.19;0
94;arms_factory;3614.00;10.82;1633.00;2.85;0
94;arms_factory;3615.00;10.90;1646.00;4.41;0
94;arms_factory;3609.00;10.80;1641.00;2.25;0
94;arms_factory;3625.00;10.60;1652.00;3.46;0
94;arms_factory;3622.00;10.68;1641.00;1.30;0
94;industrial_complex;3606.00;11.35;1652.00;2.86;0
94;industrial_complex;3626.00;10.57;1645.00;5.52;0
94;industrial_complex;3607.00;11.50;1658.00;1.90;0
94;industrial_complex;3609.00;10.90;1643.00;6.03;0
94;industrial_complex;3613.00;10.70;1640.00;1.31;0
94;industrial_complex;3614.00;11.12;1651.00;3.97;0
94;air_base;3627.00;10.62;1638.00;1.81;0
94;supply_node;3611.00;10.78;1636.00;4.50;0
94;supply_node;3622.00;10.68;1637.00;1.15;0
94;supply_node;3630.00;10.50;1641.00;2.63;0
94;supply_node;3616.00;10.80;1644.00;0.39;0
94;supply_node;3606.00;11.05;1645.00;1.87;0
94;supply_node;3619.00;10.95;1652.00;4.80;0
94;supply_node;3605.00;11.50;1655.00;2.56;0
94;bunker;3617.00;11.20;1656.00;3.52;0
94;bunker;3609.00;11.50;1658.00;0.26;0
94;bunker;3616.00;10.70;1640.00;2.93;0
94;bunker;3611.00;10.78;1639.00;5.59;0
94;bunker;3620.00;10.70;1635.00;1.97;0
94;bunker;3635.00;10.65;1636.00;4.99;0
94;bunker;3608.00;11.10;1646.00;6.20;0
94;anti_air_building;3620.00;10.85;1653.00;4.04;0
94;anti_air_building;3626.00;10.55;1648.00;0.42;0
94;anti_air_building;3607.00;11.43;1654.00;3.44;0
94;synthetic_refinery;3611.00;11.00;1646.00;4.64;0
94;fuel_silo;3621.00;10.70;1635.00;2.48;0
94;radar_station;3618.00;10.82;1646.00;4.99;0
94;rocket_site;3624.00;10.60;1640.00;0.43;0
94;nuclear_reactor;3615.00;11.20;1653.00;4.55;0
93;arms_factory;3627.00;10.90;1622.00;0.19;0
93;arms_factory;3615.00;11.10;1624.00;2.85;0
93;arms_factory;3613.00;11.30;1615.00;4.41;0
93;arms_factory;3621.00;11.20;1617.00;2.25;0
93;arms_factory;3612.00;11.10;1619.00;3.46;0
93;arms_factory;3615.00;11.25;1610.00;1.30;0
93;industrial_complex;3627.00;10.95;1620.00;2.86;0
93;industrial_complex;3635.00;10.62;1633.00;5.52;0
93;industrial_complex;3624.00;11.45;1610.00;1.90;0
93;industrial_complex;3628.00;11.12;1616.00;6.03;0
93;industrial_complex;3634.00;10.80;1629.00;1.31;0
93;industrial_complex;3616.00;11.20;1608.00;3.97;0
93;air_base;3614.00;11.05;1622.00;1.81;0
93;supply_node;3620.00;11.35;1607.00;4.50;0
93;supply_node;3614.00;11.35;1613.00;1.15;0
93;supply_node;3629.00;11.10;1616.00;2.63;0
93;supply_node;3621.00;11.10;1620.00;0.39;0
93;supply_node;3614.00;11.00;1623.00;1.87;0
93;supply_node;3632.00;10.80;1627.00;4.80;0
93;supply_node;3623.00;10.65;1629.00;2.56;0
93;bunker;3614.00;11.32;1615.00;3.52;0
93;bunker;3635.00;10.78;1630.00;0.26;0
93;bunker;3624.00;11.20;1617.00;2.93;0
93;bunker;3619.00;11.32;1605.00;5.59;0
93;bunker;3632.00;10.90;1620.00;1.97;0
93;bunker;3612.00;11.10;1620.00;4.99;0
93;bunker;3626.00;10.70;1630.00;6.20;0
93;anti_air_building;3618.00;10.95;1627.00;4.04;0
93;anti_air_building;3635.00;10.80;1629.00;0.42;0
93;anti_air_building;3629.00;11.05;1620.00;3.44;0
93;synthetic_refinery;3615.00;11.10;1622.00;4.64;0
93;fuel_silo;3631.00;10.80;1626.00;2.48;0
93;radar_station;3623.00;11.20;1618.00;4.99;0
93;rocket_site;3625.00;10.80;1624.00;0.43;0
93;nuclear_reactor;3618.00;11.23;1608.00;4.55;0
95;arms_factory;3602.00;11.25;1610.00;2.86;0
95;arms_factory;3588.00;11.32;1619.00;5.52;0
95;arms_factory;3608.00;11.30;1603.00;1.90;0
95;arms_factory;3602.00;11.20;1617.00;6.03;0
95;arms_factory;3611.00;11.30;1607.00;1.31;0
95;arms_factory;3582.00;11.48;1613.00;3.97;0
95;industrial_complex;3586.00;11.15;1622.00;1.81;0
95;industrial_complex;3583.00;11.38;1618.00;4.47;0
95;industrial_complex;3608.00;11.38;1601.00;6.03;0
95;industrial_complex;3605.00;11.18;1612.00;2.41;0
95;industrial_complex;3610.00;11.30;1605.00;0.26;0
95;industrial_complex;3593.00;11.45;1608.00;0.36;0
95;air_base;3583.00;11.30;1620.00;4.48;0
95;supply_node;3598.00;11.40;1604.00;2.56;0
95;supply_node;3608.00;11.30;1605.00;4.04;0
95;supply_node;3588.00;11.50;1609.00;0.69;0
95;supply_node;3598.00;11.40;1615.00;3.28;0
95;supply_node;3584.00;11.32;1618.00;6.21;0
95;supply_node;3601.00;11.10;1621.00;2.87;0
95;bunker;3593.00;11.40;1610.00;4.99;0
95;bunker;3580.00;11.48;1615.00;6.20;0
95;bunker;3606.00;11.20;1618.00;4.04;0
95;bunker;3602.00;11.32;1602.00;0.42;0
95;bunker;3600.00;11.38;1611.00;3.44;0
95;bunker;3612.00;11.30;1603.00;4.64;0
95;anti_air_building;3585.00;11.40;1609.00;2.48;0
95;anti_air_building;3603.00;11.18;1612.00;0.32;0
95;anti_air_building;3598.00;11.10;1623.00;0.43;0
95;synthetic_refinery;3604.00;11.20;1615.00;4.55;0
95;fuel_silo;3593.00;11.53;1603.00;0.93;0
95;radar_station;3596.00;11.50;1613.00;3.81;0
95;rocket_site;3597.00;11.43;1606.00;5.15;0
95;nuclear_reactor;3588.00;11.48;1616.00;2.99;0
96;arms_factory;3583.00;11.20;1642.00;3.97;0
96;arms_factory;3598.00;11.20;1653.00;1.81;0
96;arms_factory;3580.00;11.35;1643.00;4.47;0
96;arms_factory;3588.00;10.80;1636.00;6.03;0
96;arms_factory;3597.00;10.88;1643.00;2.41;0
96;arms_factory;3588.00;10.85;1637.00;0.26;0
96;industrial_complex;3594.00;10.82;1644.00;0.36;0
96;industrial_complex;3578.00;11.40;1638.00;4.48;0
96;industrial_complex;3593.00;10.78;1632.00;0.86;0
96;industrial_complex;3585.00;10.95;1638.00;3.52;0
96;industrial_complex;3602.00;10.80;1637.00;0.26;0
96;industrial_complex;3583.00;11.18;1639.00;2.93;0
96;air_base;3601.00;10.82;1638.00;5.59;0
96;supply_node;3579.00;11.10;1629.00;2.87;0
96;supply_node;3589.00;10.85;1628.00;5.45;0
96;supply_node;3598.00;10.85;1634.00;2.10;0
96;supply_node;3590.00;10.88;1638.00;3.58;0
96;supply_node;3583.00;11.20;1642.00;1.34;0
96;supply_node;3597.00;10.88;1644.00;2.81;0
96;supply_node;3592.00;11.10;1652.00;5.76;0
96;bunker;3578.00;11.25;1626.00;2.48;0
96;bunker;3586.00;11.20;1643.00;0.32;0
96;bunker;3598.00;11.10;1650.00;0.43;0
96;bunker;3589.00;10.90;1640.00;4.55;0
96;bunker;3598.00;11.05;1640.00;0.93;0
96;bunker;3596.00;10.90;1642.00;2.49;0
96;bunker;3591.00;10.73;1633.00;5.15;0
96;anti_air_building;3593.00;11.10;1654.00;2.99;0
96;anti_air_building;3586.00;10.78;1633.00;4.20;0
96;anti_air_building;3592.00;11.10;1655.00;0.94;0
96;synthetic_refinery;3593.00;10.88;1644.00;3.60;0
96;fuel_silo;3584.00;10.80;1629.00;6.26;0
96;radar_station;3590.00;10.95;1641.00;4.46;0
96;rocket_site;3580.00;11.10;1630.00;5.66;0
96;nuclear_reactor;3598.00;11.10;1650.00;2.05;0
55;arms_factory;3631.00;10.65;1659.00;1.37;0
55;arms_factory;3622.00;11.12;1668.00;4.03;0
55;arms_factory;3630.00;10.57;1671.00;1.87;0
55;arms_factory;3626.00;10.80;1668.00;3.09;0
55;arms_factory;3626.00;10.78;1663.00;6.10;0
55;arms_factory;3623.00;10.93;1673.00;2.48;0
55;industrial_complex;3628.00;10.70;1666.00;5.15;0
55;industrial_complex;3621.00;10.90;1664.00;0.42;0
55;industrial_complex;3628.00;10.65;1672.00;4.54;0
55;industrial_complex;3620.00;11.00;1664.00;5.76;0
55;industrial_complex;3626.00;10.80;1661.00;3.59;0
55;industrial_complex;3634.00;10.53;1667.00;0.33;0
55;air_base;3624.00;10.95;1670.00;1.53;0
55;supply_node;3622.00;10.82;1657.00;5.80;0
55;supply_node;3630.00;10.70;1660.00;2.45;0
55;supply_node;3624.00;10.88;1662.00;5.03;0
55;supply_node;3620.00;11.15;1666.00;1.69;0
55;supply_node;3627.00;10.78;1661.00;3.17;0
55;supply_node;3622.00;10.90;1665.00;0.92;0
55;supply_node;3629.00;10.70;1667.00;3.86;0
55;supply_node;3625.00;10.85;1669.00;5.34;0
55;supply_node;3633.00;10.60;1660.00;3.10;0
55;supply_node;3618.00;11.20;1669.00;4.57;0
55;supply_node;3630.00;10.60;1670.00;1.23;0
55;bunker;3621.00;11.07;1666.00;4.61;0
55;bunker;3628.00;10.65;1672.00;5.82;0
55;bunker;3634.00;10.55;1660.00;2.55;0
55;bunker;3623.00;10.88;1663.00;5.22;0
55;bunker;3616.00;11.25;1666.00;1.60;0
55;bunker;3625.00;10.80;1664.00;4.27;0
55;bunker;3631.00;10.65;1663.00;1.00;0
55;bunker;3628.00;10.70;1659.00;3.66;0
55;bunker;3623.00;10.80;1658.00;0.05;0
55;bunker;3623.00;11.05;1670.00;2.71;0
55;bunker;3628.00;10.70;1666.00;5.73;0
55;anti_air_building;3619.00;11.20;1668.00;2.11;0
55;anti_air_building;3624.00;10.80;1664.00;4.78;0
55;anti_air_building;3631.00;10.65;1660.00;2.61;0
55;synthetic_refinery;3632.00;10.60;1661.00;2.72;0
55;fuel_silo;3622.00;10.90;1664.00;0.56;0
55;radar_station;3626.00;10.80;1665.00;3.59;0
55;rocket_site;3622.00;11.10;1670.00;4.78;0
55;nuclear_reactor;3626.00;10.80;1661.00;1.16;0
56;arms_factory;3646.00;10.88;1612.00;6.10;0
56;arms_factory;3646.00;10.80;1617.00;2.48;0
56;arms_factory;3640.00;11.20;1607.00;5.15;0
56;arms_factory;3647.00;10.80;1618.00;0.42;0
56;arms_factory;3643.00;11.10;1608.00;4.54;0
56;arms_factory;3639.00;11.18;1609.00;5.76;0
56;industrial_complex;3641.00;10.90;1611.00;3.59;0
56;industrial_complex;3639.00;11.15;1611.00;0.33;0
56;industrial_complex;3648.00;10.80;1615.00;1.53;0
56;industrial_complex;3644.00;10.75;1617.00;5.65;0
56;industrial_complex;3642.00;10.75;1614.00;2.04;0
56;industrial_complex;3643.00;10.80;1621.00;5.06;0
